nombre;referencia;codigo_barras;invima;cum;codigo_producto_dian;existencias;impuesto;precioventa_con_impuesto;precio_venta_base;precio_venta_minimo;descuento_maximo_ps;precio_compra;precio_compraipm;total_impoconsumo;total_estampilla;icui;ibua;costo;stock_minino;es_ingrediente;manejo_bascula;vender_solo_existencia;realizar_pedido_solo_existencia;utilidad;mostrar_tienda;categoria;marca;codigo_cuenta;precio1;precio2;precio3;precio4;ubicacion;proveedor;nit_proveedor;url_imagen;nota;tipo_producto
FORRO ACRIGEL DAMA A14;;;;;;998;0;3474;3474;0;0;3222.222222;3222.222222;0;0;0;0;3222.222222;5;;;;1;7.247489286;TRUE;ACCESORIOS;GENERICA;;11923.61111;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ACRIGEL DAMA A05S;;;;;;1280;0;3474;3474;0;0;3222.222222;3222.222222;0;0;0;0;3222.222222;5;;;;1;7.247489292;TRUE;ACCESORIOS;GENERICA;;11923.61111;0;0;0;;SG TECH;643;;;Estandar
FORRO ACRIGEL DAMA A06;;;;;;685;0;3474;3474;0;0;3222.222222;3222.222222;0;0;0;0;3222.222222;5;;;;1;7.247489286;TRUE;ACCESORIOS;GENERICA;;11923.61111;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ACRIGEL DAMA A15;;;;;;950;0;3474;3474;0;0;3222.222222;3222.222222;0;0;0;0;3222.222222;5;;;;1;7.247489286;TRUE;ACCESORIOS;GENERICA;;11923.61111;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ACRIGEL DAMA A16 5G;;;;;;986;0;3474;3474;0;0;3222.222222;3222.222222;0;0;0;0;3222.222222;5;;;;1;7.247489286;TRUE;ACCESORIOS;GENERICA;;11923.61111;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ACRIGEL DAMA A31;;;;;;1000;0;3474;3474;0;0;3222.222222;3222.222222;0;0;0;0;3222.222222;5;;;;1;7.247489286;TRUE;ACCESORIOS;GENERICA;;11923.61111;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ACRIGEL DAMA E14;;;;;;994;0;3474;3474;0;0;3222.222222;3222.222222;0;0;0;0;3222.222222;5;;;;1;7.247489286;TRUE;ACCESORIOS;GENERICA;;11923.61111;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ACRIGEL DAMA RM 14C;;;;;;998;0;3474;3474;0;0;3222.222222;3222.222222;0;0;0;0;3222.222222;5;;;;1;7.247489286;TRUE;ACCESORIOS;GENERICA;;11923.61111;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ACRIGEL DAMA RM NOTE 10 / NOTE 10S;;;;;;1000;0;3474;3474;0;0;3222.222222;3222.222222;0;0;0;0;3222.222222;5;;;;1;7.247489286;TRUE;ACCESORIOS;GENERICA;;11923.61111;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ACRIGEL DAMA RM NOTE 10 PRO 4G;;;;;;1000;0;3474;3474;0;0;3222.222222;3222.222222;0;0;0;0;3222.222222;5;;;;1;7.247489286;TRUE;ACCESORIOS;GENERICA;;11923.61111;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ACRIGEL DAMA RM NOTE 13 4G;;;;;;991;0;3474;3474;0;0;3222.222222;3222.222222;0;0;0;0;3222.222222;5;;;;1;7.247489286;TRUE;ACCESORIOS;GENERICA;;11923.61111;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ACRIGEL DAMA RM NOTE 14 PRO 4G;;;;;;1000;0;3474;3474;0;0;3222.222222;3222.222222;0;0;0;0;3222.222222;5;;;;1;7.247489286;TRUE;ACCESORIOS;GENERICA;;11923.61111;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ACRIGEL DAMA RM NOTE 14S;;;;;;1000;0;3474;3474;0;0;3222.222222;3222.222222;0;0;0;0;3222.222222;5;;;;1;7.247489286;TRUE;ACCESORIOS;GENERICA;;11923.61111;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ACRIGEL DAMA RM9;;;;;;1000;0;3474;3474;0;0;3222.222222;3222.222222;0;0;0;0;3222.222222;5;;;;1;7.247489286;TRUE;ACCESORIOS;GENERICA;;11923.61111;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ACRIGEL FINO A05;;;;;;1000;0;4792;4792;0;0;4444.444444;4444.444444;0;0;0;0;4444.444444;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13222.22222;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ACRIGEL FINO CAMON 30 PRO 4G/5G;;;;;;1000;0;4792;4792;0;0;4444.444444;4444.444444;0;0;0;0;4444.444444;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13222.22222;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ACRIGEL FINO NOTE 40 PRO 5G;;;;;;1000;0;4792;4792;0;0;4444.444444;4444.444444;0;0;0;0;4444.444444;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13222.22222;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ACRIGEL FINO V 25E;;;;;;1000;0;4792;4792;0;0;4444.444444;4444.444444;0;0;0;0;4444.444444;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13222.22222;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ACRIGEL FINO Y03;;;;;;1000;0;4792;4792;0;0;4444.444444;4444.444444;0;0;0;0;4444.444444;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13222.22222;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ACRIGEL G04;;;;;;1000;0;4193;4193;0;0;3888.888889;3888.888889;0;0;0;0;3888.888889;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;12631.94444;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ACRRIGEL NOTE 13 PRO 5G;;;;;;1000;0;4193;4193;0;0;3888.888889;3888.888889;0;0;0;0;3888.888889;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;12631.94444;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ADHARA A 05S;;;;;;1000;0;8385;8385;0;0;7777.777778;7777.777778;0;0;0;0;7777.777778;5;;;;1;7.241767707;TRUE;ACCESORIOS;GENERICA;;16763.88889;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ADHARA G15;;;;;;1000;0;8385;8385;0;0;7777.777778;7777.777778;0;0;0;0;7777.777778;5;;;;1;7.241767707;TRUE;ACCESORIOS;GENERICA;;16763.88889;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ADHARA G24;;;;;;1000;0;8385;8385;0;0;7777.777778;7777.777778;0;0;0;0;7777.777778;5;;;;1;7.241767707;TRUE;ACCESORIOS;GENERICA;;16763.88889;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ADHARA RM 13C;;;;;;1000;0;8385;8385;0;0;7777.777778;7777.777778;0;0;0;0;7777.777778;5;;;;1;7.241767707;TRUE;ACCESORIOS;GENERICA;;16763.88889;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ADHARA RM NOTE 14 4G;;;;;;1000;0;8385;8385;0;0;7777.777778;7777.777778;0;0;0;0;7777.777778;5;;;;1;7.241767707;TRUE;ACCESORIOS;GENERICA;;16763.88889;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ADHARA A15;;;;;;1000;0;8385;8385;0;0;7777.777778;7777.777778;0;0;0;0;7777.777778;5;;;;1;7.241767707;TRUE;ACCESORIOS;GENERICA;;16763.88889;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ADHARA A55;;;;;;1000;0;8385;8385;0;0;7777.777778;7777.777778;0;0;0;0;7777.777778;5;;;;1;7.241767707;TRUE;ACCESORIOS;GENERICA;;16763.88889;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ADHARA A56;;;;;;1000;0;8385;8385;0;0;7777.777778;7777.777778;0;0;0;0;7777.777778;5;;;;1;7.241767707;TRUE;ACCESORIOS;GENERICA;;16763.88889;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ADHARA G05;;;;;;1000;0;8385;8385;0;0;7777.777778;7777.777778;0;0;0;0;7777.777778;5;;;;1;7.241767707;TRUE;ACCESORIOS;GENERICA;;16763.88889;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ADHARA RM 14C;;;;;;1000;0;8385;8385;0;0;7777.777778;7777.777778;0;0;0;0;7777.777778;5;;;;1;7.241767707;TRUE;ACCESORIOS;GENERICA;;16763.88889;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ADHARA RM NOTE 14 PRO;;;;;;1000;0;8385;8385;0;0;7777.777778;7777.777778;0;0;0;0;7777.777778;5;;;;1;7.241767707;TRUE;ACCESORIOS;GENERICA;;16763.88889;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO AIRPODS 4 CLEAR;;;;;;999;0;10182;10182;0;0;9444.444444;9444.444444;0;0;0;0;9444.444444;5;;;;1;7.243719854;TRUE;ACCESORIOS;GENERICA;;18534.72222;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO AIRPODS 4 SPINGEN;;;;;;1000;0;12578;12578;0;0;11666.66667;11666.66667;0;0;0;0;11666.66667;5;;;;1;7.245455027;TRUE;ACCESORIOS;GENERICA;;20895.83333;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO AIRPODS DISEÑO PRO2;;;;;;1515;0;5914;5914;0;0;4400;4400;0;0;0;0;4400;5;;;;1;25.60027054;TRUE;General;GENERICA;;13812.5;0;0;0;;BT-CASE;3421;;;Estandar
FORRO AIRPODS PRO 2;;;;;;1196;0;8266;8266;0;0;4800;4800;0;0;0;0;4800;5;;;;1;41.93080087;TRUE;ACCESORIOS;GENERICA;;16645.83333;0;0;0;;ZARCO GLASSES;5664;;;Estandar
FORRO AIRPODS PRO 3;;;;;;1340;0;4681;4681;0;0;4400;4400;0;0;0;0;4400;5;;;;1;6.002990814;TRUE;ACCESORIOS;GENERICA;;13104.16667;0;0;0;;A.H.;75544;;;Estandar
FORRO ANTICHOK A14;;;;;;1000;0;5151;5151;0;0;4777.777778;4777.777778;0;0;0;0;4777.777778;5;;;;1;7.245626523;TRUE;ACCESORIOS;GENERICA;;13576.38889;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ANTICHOK A34;;;;;;1000;0;5151;5151;0;0;4777.777778;4777.777778;0;0;0;0;4777.777778;5;;;;1;7.245626523;TRUE;ACCESORIOS;GENERICA;;13576.38889;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ANTICHOQUE DAMA PINES A 06;;;;;;991;0;4792;4792;0;0;4444.444444;4444.444444;0;0;0;0;4444.444444;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13222.22222;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ANTICHOQUE DAMA PINES A 14;;;;;;1000;0;4792;4792;0;0;4444.444444;4444.444444;0;0;0;0;4444.444444;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13222.22222;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ANTICHOQUE DAMA PINES A 15;;;;;;1114;0;4792;4792;0;0;4444.444444;4444.444444;0;0;0;0;4444.444444;5;;;;1;7.252828798;TRUE;ACCESORIOS;GENERICA;;13222.22222;0;0;0;;JC TECHNO PLUS;656777;;;Estandar
FORRO ANTICHOQUE DAMA PINES A 24;;;;;;1000;0;4792;4792;0;0;4444.444444;4444.444444;0;0;0;0;4444.444444;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13222.22222;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ANTICHOQUE DAMA PINES A25 5G;;;;;;1000;0;4792;4792;0;0;4444.444444;4444.444444;0;0;0;0;4444.444444;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13222.22222;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ANTICHOQUE DAMA PINES MT G24;;;;;;1000;0;4792;4792;0;0;4444.444444;4444.444444;0;0;0;0;4444.444444;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13222.22222;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ANTICHOQUE DAMA PINES REDMI NOTE 13 4G;;;;;;1000;0;4792;4792;0;0;4444.444444;4444.444444;0;0;0;0;4444.444444;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13222.22222;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ANTICHOQUE DAMA PINES REDMI NOTE 13 PRO 4G;;;;;;1000;0;4792;4792;0;0;4444.444444;4444.444444;0;0;0;0;4444.444444;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13222.22222;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ANTICHOQUE DAMA PINES RM NOTE 11 4G;;;;;;1000;0;4792;4792;0;0;4444.444444;4444.444444;0;0;0;0;4444.444444;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13222.22222;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ANTICHOQUE DAMA PINES RM NOTE 12 4G;;;;;;1000;0;4792;4792;0;0;4444.444444;4444.444444;0;0;0;0;4444.444444;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13222.22222;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ANTICHOQUE HOMBRE A 06;;;;;;1000;0;4792;4792;0;0;4444.444444;4444.444444;0;0;0;0;4444.444444;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13222.22222;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ANTICHOQUE HOMBRE A 15;;;;;;676;0;4792;4792;0;0;4444.444444;4444.444444;0;0;0;0;4444.444444;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13222.22222;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ANTICHOQUE HOMBRE A 24;;;;;;1000;0;4792;4792;0;0;4444.444444;4444.444444;0;0;0;0;4444.444444;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13222.22222;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ANTICHOQUE HOMBRE A 25 5G;;;;;;975;0;4792;4792;0;0;4444.444444;4444.444444;0;0;0;0;4444.444444;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13222.22222;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ANTICHOQUE HOMBRE MT G24;;;;;;1000;0;4792;4792;0;0;4444.444444;4444.444444;0;0;0;0;4444.444444;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13222.22222;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ANTICHOQUE HOMBRE RM NOTE 13 4G;;;;;;1000;0;4792;4792;0;0;4444.444444;4444.444444;0;0;0;0;4444.444444;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13222.22222;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ANTICHOQUE HOMBRE RM NOTE 13 PRO 4G;;;;;;995;0;4792;4792;0;0;4444.444444;4444.444444;0;0;0;0;4444.444444;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13222.22222;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ANTICHOQUE HOMBRE SPARK GO 2024;;;;;;1000;0;4792;4792;0;0;4444.444444;4444.444444;0;0;0;0;4444.444444;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13222.22222;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ARMADURA A12;;;;;;989;0;5391;5391;0;0;5000;5000;0;0;0;0;5000;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ARMADURA A13 4G;;;;;;1000;0;5391;5391;0;0;5000;5000;0;0;0;0;5000;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ARMADURA A14;;;;;;1000;0;5391;5391;0;0;5000;5000;0;0;0;0;5000;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ARMADURA A22 5G;;;;;;1000;0;5391;5391;0;0;5000;5000;0;0;0;0;5000;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ARMADURA A32 4G;;;;;;1000;0;5391;5391;0;0;5000;5000;0;0;0;0;5000;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ARMADURA A35;;;;;;1000;0;5391;5391;0;0;5000;5000;0;0;0;0;5000;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ARMADURA A55;;;;;;1000;0;5391;5391;0;0;5000;5000;0;0;0;0;5000;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ARMADURA CAMON 40 PRO;;;;;;1000;0;5391;5391;0;0;5000;5000;0;0;0;0;5000;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ARMADURA E15;;;;;;1000;0;5391;5391;0;0;5000;5000;0;0;0;0;5000;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ARMADURA G14;;;;;;1000;0;5391;5391;0;0;5000;5000;0;0;0;0;5000;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ARMADURA G22;;;;;;1000;0;5391;5391;0;0;5000;5000;0;0;0;0;5000;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ARMADURA G24;;;;;;1000;0;5391;5391;0;0;5000;5000;0;0;0;0;5000;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ARMADURA G30;;;;;;1000;0;5391;5391;0;0;5000;5000;0;0;0;0;5000;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ARMADURA G75;;;;;;1000;0;5391;5391;0;0;5000;5000;0;0;0;0;5000;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ARMADURA G85;;;;;;1000;0;5391;5391;0;0;5000;5000;0;0;0;0;5000;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ARMADURA RM 10 4G;;;;;;1000;0;5391;5391;0;0;5000;5000;0;0;0;0;5000;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ARMADURA RM 12 4G;;;;;;1000;0;5391;5391;0;0;5000;5000;0;0;0;0;5000;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ARMADURA RM 13C;;;;;;1000;0;5391;5391;0;0;5000;5000;0;0;0;0;5000;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ARMADURA RM 9A;;;;;;1000;0;5391;5391;0;0;5000;5000;0;0;0;0;5000;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ARMADURA RM A1 / A2;;;;;;1000;0;5391;5391;0;0;5000;5000;0;0;0;0;5000;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ARMADURA RM A3;;;;;;1000;0;5391;5391;0;0;5000;5000;0;0;0;0;5000;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ARMADURA RM A5;;;;;;992;0;5391;5391;0;0;5000;5000;0;0;0;0;5000;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ARMADURA RM NOTE 10S;;;;;;1000;0;5391;5391;0;0;5000;5000;0;0;0;0;5000;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ARMADURA RM NOTE 13 4G;;;;;;1000;0;5391;5391;0;0;5000;5000;0;0;0;0;5000;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ARMADURA RM NOTE 13 PRO 4G;;;;;;1000;0;5391;5391;0;0;5000;5000;0;0;0;0;5000;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ARMADURA RM NOTE 14 4G;;;;;;1000;0;5391;5391;0;0;5000;5000;0;0;0;0;5000;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ARMADURA RM NOTE 14 PRO 4G;;;;;;1000;0;5391;5391;0;0;5000;5000;0;0;0;0;5000;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ARMADURA RM NOTE 14 PRO PLUS;;;;;;1000;0;5391;5391;0;0;5000;5000;0;0;0;0;5000;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ARMADURA RM NOTE 14S;;;;;;1000;0;5391;5391;0;0;5000;5000;0;0;0;0;5000;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ARMADURA RM NOTE 8;;;;;;1000;0;5391;5391;0;0;5000;5000;0;0;0;0;5000;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO ARMADURA S 25 ULTRAS;;;;;;1000;0;5391;5391;0;0;5000;5000;0;0;0;0;5000;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO BORDE COLOR;;;;;;1328;0;11266;11266;0;0;10450;10450;0;0;0;0;10450;5;;;;1;7.243032132;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;NAISU;8754;;;Estandar
FORRO CADENA;;;;;;977;0;6589;6589;0;0;6111.111111;6111.111111;0;0;0;0;6111.111111;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;14993.05556;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO CADENA CAMON 30;;;;;;1000;0;5391;5391;0;0;5000;5000;0;0;0;0;5000;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO CADENA MT G24;;;;;;1000;0;5391;5391;0;0;5000;5000;0;0;0;0;5000;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO CADENA A05;;;;;;1000;0;5391;5391;0;0;5000;5000;0;0;0;0;5000;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO CADENA A05 S;;;;;;1000;0;5391;5391;0;0;5000;5000;0;0;0;0;5000;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO CADENA RM 12;;;;;;1000;0;5391;5391;0;0;5000;5000;0;0;0;0;5000;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO CADENA RM 13;;;;;;1000;0;5391;5391;0;0;5000;5000;0;0;0;0;5000;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO CADENA RM NOTE 12 4G;;;;;;1000;0;5391;5391;0;0;5000;5000;0;0;0;0;5000;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO CADENA RM NOTE 13;;;;;;1000;0;5391;5391;0;0;5000;5000;0;0;0;0;5000;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO CADENA RM NOTE 13 PRO 4G;;;;;;1000;0;5391;5391;0;0;5000;5000;0;0;0;0;5000;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO CARGADOR MURANO 20W C3 1;;;;;;993;0;5990;5990;0;0;5555.555556;5555.555556;0;0;0;0;5555.555556;5;;;;1;7.252828789;TRUE;ACCESORIOS;GENERICA;;14402.77778;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO CRISTY A 06;;;;;;1000;0;8385;8385;0;0;7777.777778;7777.777778;0;0;0;0;7777.777778;5;;;;1;7.241767707;TRUE;ACCESORIOS;GENERICA;;16763.88889;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO CRISTY A 15;;;;;;1000;0;8385;8385;0;0;7777.777778;7777.777778;0;0;0;0;7777.777778;5;;;;1;7.241767707;TRUE;ACCESORIOS;GENERICA;;16763.88889;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO CRISTY A 16;;;;;;1000;0;8385;8385;0;0;7777.777778;7777.777778;0;0;0;0;7777.777778;5;;;;1;7.241767707;TRUE;ACCESORIOS;GENERICA;;16763.88889;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO CRISTY A 26;;;;;;1000;0;8385;8385;0;0;7777.777778;7777.777778;0;0;0;0;7777.777778;5;;;;1;7.241767707;TRUE;ACCESORIOS;GENERICA;;16763.88889;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO CRISTY A 55;;;;;;1000;0;8385;8385;0;0;7777.777778;7777.777778;0;0;0;0;7777.777778;5;;;;1;7.241767707;TRUE;ACCESORIOS;GENERICA;;16763.88889;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
